x,y
100.0000000000,-0.0003290414
101.5521127635,-0.0003499028
103.1283160672,-0.0003720883
104.7289838236,-0.0003956819
106.3544957486,-0.0004207731
108.0052374516,-0.0004474569
109.6816005273,-0.0004758345
111.3839826483,-0.0005060135
113.1127876594,-0.0005381082
114.8684256738,-0.0005722403
116.6513131698,-0.0006085391
118.4618730903,-0.0006471423
120.3005349423,-0.0006881962
122.1677348997,-0.0007318564
124.0639159059,-0.0007782883
125.9895277795,-0.0008276681
127.9450273208,-0.0008801828
129.9308784200,-0.0009360315
131.9475521677,-0.0009954260
133.9955269659,-0.0010585913
136.0752886424,-0.0011257670
138.1873305654,-0.0011972075
140.3321537605,-0.0012731837
142.5102670303,-0.0013539836
144.7221870741,-0.0014399134
146.9684386112,-0.0015312988
149.2495545052,-0.0016284861
151.5660758901,-0.0017318436
153.9185522990,-0.0018417630
156.3075417946,-0.0019586608
158.7336111010,-0.0020829800
161.1973357388,-0.0022151916
163.6993001612,-0.0023557964
166.2400978927,-0.0025053272
168.8203316700,-0.0026643503
171.4406135852,-0.0028334682
174.1015652304,-0.0030133212
176.8038178457,-0.0032045906
179.5480124688,-0.0034080005
182.3348000868,-0.0036243210
185.1648417912,-0.0038543711
188.0388089341,-0.0040990215
190.9573832878,-0.0043591981
193.9212572066,-0.0046358853
196.9311337907,-0.0049301299
199.9877270535,-0.0052430449
203.0917620905,-0.0055758137
206.2439752514,-0.0059296945
209.4451143151,-0.0063060250
212.6959386669,-0.0067062274
215.9972194783,-0.0071318137
219.3497398905,-0.0075843916
222.7542952000,-0.0080656700
226.2116930469,-0.0085774657
229.7227536071,-0.0091217100
233.2883097864,-0.0097004559
236.9092074183,-0.0103158860
240.5863054644,-0.0109703199
244.3204762186,-0.0116662234
248.1126055138,-0.0124062173
251.9635929317,-0.0131930871
255.8743520169,-0.0140297931
259.8458104929,-0.0149194815
263.8789104829,-0.0158654955
267.9746087326,-0.0168713881
272.1338768375,-0.0179409344
276.3577014736,-0.0190781456
280.6470846310,-0.0202872833
285.0030438518,-0.0215728753
289.4266124717,-0.0229397312
293.9188398647,-0.0243929602
298.4807916924,-0.0259379890
303.1135501568,-0.0275805812
307.8182142565,-0.0293268574
312.5959000482,-0.0311833171
317.4477409109,-0.0331568613
322.3748878149,-0.0352548165
327.3785095949,-0.0374849601
332.4597932271,-0.0398555469
337.6199441111,-0.0423753380
342.8601863557,-0.0450536298
348.1817630689,-0.0479002858
353.5859366535,-0.0509257693
359.0739891061,-0.0541411784
364.6472223213,-0.0575582823
370.3069584005,-0.0611895593
376.0545399658,-0.0650482377
381.8913304782,-0.0691483373
387.8187145611,-0.0735047138
393.8380983288,-0.0781331050
399.9509097204,-0.0830501788
406.1585988377,-0.0882735839
412.4626382901,-0.0938220020
418.8645235435,-0.0997152024
425.3657732750,-0.1059740989
431.9679297334,-0.1126208085
438.6725591049,-0.1196787123
445.4812518845,-0.1271725186
452.3956232538,-0.1351283275
459.4173134636,-0.1435736976
466.5479882234,-0.1525377143
473.7893390963,-0.1620510600
481.1430839003,-0.1721460847
488.6109671160,-0.1828568785
496.1947603003,-0.1942193445
503.8962625065,-0.2062712721
511.7173007115,-0.2190524104
519.6597302486,-0.2326045409
527.7254352484,-0.2469715497
535.9163290849,-0.2621994974
544.2343548300,-0.2783366875
552.6814857145,-0.2954337315
561.2597255955,-0.3135436099
569.9711094326,-0.3327217291
578.8177037701,-0.3530259717
587.8016072275,-0.3745167413
596.9249509971,-0.3972569979
606.1898993498,-0.4213122852
615.5986501484,-0.4467507469
625.1534353690,-0.4736431308
634.8565216305,-0.5020627803
644.7102107324,-0.5320856100
654.7168402005,-0.5637900657
664.8787838417,-0.5972570656
675.1984523073,-0.6325699223
685.6782936642,-0.6698142436
696.3207939764,-0.7090778100
707.1284778943,-0.7504504293
718.1039092537,-0.7940237644
729.2496916841,-0.8398911356
740.5684692262,-0.8881472950
752.0629269592,-0.9388881734
763.7357916378,-0.9922105980
775.5898323389,-1.0482119825
787.6278611187,-1.1069899887
799.8527336797,-1.1686421613
812.2673500480,-1.2332655369
824.8746552615,-1.3009562287
837.6776400683,-1.3718089895
850.6793416364,-1.4459167571
863.8828442740,-1.5233701824
877.2912801613,-1.6042571483
890.9078300934,-1.6886622798
904.7357242349,-1.7766664539
918.7782428863,-1.8683463110
933.0387172620,-1.9637737771
947.5205302807,-2.0630155991
962.2271173675,-2.1661329016
977.1619672696,-2.2731807707
992.3286228833,-2.3842078689
1007.7306820945,-2.4992560889
1023.3717986325,-2.6183602503
1039.2556829367,-2.7415478433
1055.3861030365,-2.8688388245
1071.7668854455,-3.0002454670
1088.4019160690,-3.1357722680
1105.2951411260,-3.2754159147
1122.4505680853,-3.4191653093
1139.8722666161,-3.5670016528
1157.5643695533,-3.7188985863
1175.5310738784,-3.8748223872
1193.7766417144,-4.0347322175
1212.3054013377,-4.1985804207
1231.1217482039,-4.3663128617
1250.2301459915,-4.5378693058
1269.6351276600,-4.7131838314
1289.3412965257,-4.8921852691
1309.3533273536,-5.0747976630
1329.6759674662,-5.2609407480
1350.3140378699,-5.4505304360
1371.2724343984,-5.6434793072
1392.5561288745,-5.8396970991
1414.1701702890,-6.0390911906
1436.1196859991,-6.2415670743
1458.4098829440,-6.4470288150
1481.0460488807,-6.6553794888
1504.0335536380,-6.8665216024
1527.3778503907,-7.0803574876
1551.0844769528,-7.2967896706
1575.1590570916,-7.5157212144
1599.6073018615,-7.7370560336
1624.4350109589,-7.9606991802
1649.6480740980,-8.1865571012
1675.2524724082,-8.4145378689
1701.2542798526,-8.6445513826
1727.6596646690,-8.8765095438
1754.4748908335,-9.1103264068
1781.7063195457,-9.3459183037
1809.3604107387,-9.5832039475
1837.4437246107,-9.8221045130
1865.9629231817,-10.0625436984
1894.9247718738,-10.3044477684
1924.3361411160,-10.5477455803
1954.2040079741,-10.7923685953
1984.5354578058,-11.0382508759
2015.3376859417,-11.2853290715
2046.6179993920,-11.5335423929
2078.3838185798,-11.7828325774
2110.6426791016,-12.0331438460
2143.4022335149,-12.2844228538
2176.6702531535,-12.5366186335
2210.4546299710,-12.7896825357
2244.7633784132,-13.0435681635
2279.6046373190,-13.2982313055
2314.9866718512,-13.5536298654
2350.9178754573,-13.8097237904
2387.4067718606,-14.0664749984
2424.4620170823,-14.3238473049
2462.0924014946,-14.5818063494
2500.3068519063,-14.8403195224
2539.1144336803,-15.0993558933
2578.5243528843,-15.3588861387
2618.5459584742,-15.6188824728
2659.1887445127,-15.8793185785
2700.4623524207,-16.1401695406
2742.3765732650,-16.4014117808
2784.9413500806,-16.6630229941
2828.1667802300,-16.9249820881
2872.0631177978,-17.1872691233
2916.6407760237,-17.4498652568
2961.9103297726,-17.7127526865
